所属模块,用例编号,关键词,优先级,用例名称,前置条件,步骤,预期,测试结果（留空）,用例备注,用例类型,适用阶段
商品草稿箱,TC_商品草稿箱_006,商品草稿箱_分类与保存时间筛选,1,草稿箱按商品分类和最近保存时间正反向筛选,已进入商品草稿箱，已知目标草稿的分类路径和 update_time。商品类型实物/虚拟见 TC_商品草稿箱_008 虚拟发布及列表「虚拟」标签。,"1. 商品分类选择该草稿所属分类，执行搜索。
2. 商品分类选择一个确定无草稿的分类，执行搜索。
3. 最近保存时间选择覆盖该草稿 update_time 的日期范围，执行搜索。
4. 最近保存时间选择不包含该草稿 update_time 的日期范围，执行搜索。","1. 仅展示该分类下草稿，含目标条。页面无报错。
2. 返回空列表，页面无报错。
3. 结果含该草稿。页面无报错。
4. 该草稿不出现，页面无报错。",,,功能测试,功能测试阶段
商品草稿箱,TC_商品草稿箱_007,商品草稿箱_发布失败必填与料号校验,1,提交发布必须校验必填和货号料号重复，失败后草稿仍保留,草稿箱有一条未补齐必填的草稿，以及一条已补齐但货号/料号与现有正式商品重复的草稿。具备「商品草稿发布按钮」权限。,"1. 在草稿箱对未补齐必填的草稿点击【发布】，核对接提示、跳转、草稿是否仍在、是否产生正式商品。
2. 在该草稿编辑页再点【发布】，核对接提示、页面停留、草稿和正式商品表。
3. 打开货号/料号与已有正式商品重复的草稿，补齐其余必填后点击【发布】，核对接校验结果和草稿是否还在。","1. 走现有完整发布校验（分类、名称、品牌、实物物流、SKU/价格/库存/货号、图片/白底图/效能标识图、详情、sellNow）。列表点发布失败时跳到草稿编辑页并定位首个错误模块，顶部提示「商品资料未填写完整，请完善标红字段后重新发布。」草稿仍在，draft_status 仍为 1，不产生正式商品。
2. 留在当前编辑页并定位错误字段，同样展示「商品资料未填写完整，请完善标红字段后重新发布。」草稿仍保留，无正式商品记录。
3. 按现有正式商品发布规则拦截货号/料号重复（文案沿用现有发布，不编造）。草稿仍保留，draft_status=1，不新增正式商品。保存草稿阶段允许的重复货号在提交发布时必须被拦住。",,,功能测试,功能测试阶段
商品草稿箱,TC_商品草稿箱_008,商品草稿箱_发布成功与sellNow去向,1,草稿补齐后发布成功生成正式商品，按sellNow进入对应列表且不跳转,至少两条可补齐后发布的草稿，命名 wwd_20260825_草稿在售、wwd_20260825_草稿仓库；另有一条虚拟商品草稿更好。发布会生成正式商品，执行前须说明并获同意。店铺是否开启发布审核按现有配置，不猜测。,"1. 将一条草稿补齐名称、品牌、SKU、价格、库存、主图、详情等必填后，在草稿编辑页点击【发布】，核对提示、跳转、草稿箱、正式商品和 goods_draft。
2. 将另一条补齐后的草稿在草稿箱列表点击【发布】；发布状态选放入仓库（或现有等价选项）。
3. 对已发布成功的 draftId 再次点击发布或重复提交 POST /v3/goods/seller/goodsDraft/publish；并用该 draftId 打开编辑页。
4. 若有虚拟商品草稿：不填实物物流，补齐虚拟必填后发布；若店铺发布需要审核，再发一条补齐后的草稿核对接待审核列表。","1. 提示「发布提交成功。」不跳转到在售/仓库中/待审核列表。草稿箱不再展示该条。正式商品按 sellNow 立即上架时出现在在售，不出现在仓库中、待审核。goods_draft.goods_id、publish_time 回填，draft_status=2，且与正式商品主键一致。
2. 提示「发布提交成功。」不跳转。该条出现在仓库中商品列表，不出现在在售、待审核；草稿箱不再展示。
3. 不新增第二条正式商品，返回已发布或成功语义。已发布草稿不可继续编辑或再次发布。草稿箱仍不展示该条。
4. 虚拟商品发布走完整校验但不要求实物物流，运费按 0，正式商品为虚拟，草稿箱不再展示。需审核时进入待审核，不出现在在售和仓库中；不需审核时本步不判定失败。",,,功能测试,功能测试阶段
商品草稿箱,TC_商品草稿箱_009,商品草稿箱_单条与批量删除,1,单条删除和批量删除均二次确认，所选草稿全部移除且不调用商品删除接口,草稿箱至少有三条我方草稿。不要删除他人草稿。具备「商品草稿删除按钮」权限。,"1. 不勾选任何行，点击【批量删除】。
2. 对一条我方草稿点行内【删除】，核对确认文案；确认后核对接草稿箱、正式商品列表、数据库，并再用原 draftId 继续编辑或发布。
3. 勾选至少两条我方草稿点【批量删除】，核对确认文案，确认后核对接列表是否全部移除。","1. 提示「请先选中数据。」列表不变。
2. 确认文案为「删除后不可恢复，确认删除该草稿吗？」成功提示「删除成功。」接口为 POST /v3/goods/seller/goodsDraft/delete，入参 draftIds。草稿箱不展示该条，draft_status=3，记录 delete_operator_id 和 delete_time。在售/仓库中/待审核不变，不调用正式商品删除接口。已删除草稿不可继续编辑或再次发布。
3. 确认文案为「确认删除选中的草稿吗？删除后不可恢复。」所选草稿全部从列表消失（不能只删第一条），均为 draft_status=3 并留审计记录，正式商品不受影响。删除失败时列表保持原状并允许重试。",,,功能测试,功能测试阶段
商品草稿箱,TC_商品草稿箱_010,商品草稿箱_商品类型筛选,1,草稿箱按商品类型筛选实物与虚拟,草稿箱同时有实物草稿（is_virtual_goods=1）和虚拟草稿（is_virtual_goods=2），或本条执行前各保存一条。,"1. 商品类型选择「实物商品」，执行搜索。
2. 商品类型选择「虚拟商品」，执行搜索。","1. 仅展示实物草稿，虚拟草稿不出现。页面无报错。
2. 仅展示虚拟草稿且显示「虚拟」标签，实物草稿不出现。页面无报错。",,,功能测试,功能测试阶段
商品草稿专项,TC_商品草稿专项_001,商品草稿专项_正式商品操作不影响草稿,1,审核拒绝商户下架违规下架删除正式商品不影响草稿箱，正式商品也不会进入草稿箱,店铺同时有：一条未发布草稿；一条在售或仓库中正式商品；若有审核拒绝、商户下架、违规下架商品更好。本条会操作正式商品，执行前须说明并获同意。无对应状态商品的步骤标受阻，不删条。,"1. 打开草稿箱，记录当前草稿条数和目标草稿 draftId。再分别打开在售、仓库中、待审核、违规下架列表，核对接是否出现该草稿。
2. 对一条正式商品执行现有商户下架或移入仓库（按现有按钮），再核对接草稿箱。
3. 若有审核拒绝或违规下架商品，对其做现有列表操作后核对接草稿箱；再删除一条非草稿的正式商品（不要删测试共用主数据），核对接草稿箱。","1. 草稿只出现在草稿箱。在售、仓库中、待审核、违规下架都没有该草稿。正式商品也不会出现在草稿箱。
2. 正式商品按现有规则变更列表，草稿箱条数和目标草稿内容不变，draft_status 仍为 1。
3. 审核拒绝、违规下架、删除正式商品都不改变草稿箱已有草稿。删除走正式商品删除接口，不调用草稿删除接口。无对应状态时该步标受阻，不记本需求失败。",,,功能测试,功能测试阶段
商品草稿专项,TC_商品草稿专项_002,商品草稿专项_复制进草稿再发布,1,从仓库中和在售复制后可保存为草稿，提交正式时才校验重复且与新建互不影响,在售、仓库中各有一条可复制的正式商品，操作列有现网【复制】。发布会生成正式商品，执行前须说明并获同意。无复制按钮则本条受阻。,"1. 在仓库中商品列表对目标商品点【复制】，进入发布页后点击【保存草稿】，核对接是否因货号/料号与原商品重复而失败。
2. 在在售商品列表对另一商品点【复制】，同样【保存草稿】，核对接草稿箱是否新增且原在售/仓库中商品仍在。
3. 将复制来的草稿按现有规则补齐后点击【发布】（货号/料号仍与原正式商品相同），核对接是否按正式发布规则报重复，以及草稿是否还在。
4. 另新建一条不重复货号的草稿，补齐后发布状态选放入仓库；将一条复制来的草稿改成不重复货号后提交发布（立即上架或现有审核路径）。","1. 复制后的发布页带出原商品已填字段。保存草稿成功，不按正式商品报货号/料号重复。草稿箱新增一行，原仓库中商品仍在，goods.state 不变。
2. 保存草稿成功，草稿箱再增一行。原在售商品仍在在售，不进入草稿箱，也不因复制被下架或删除。
3. 提交发布时按现有正式商品规则校验货号/料号重复并拦截（文案沿用现有发布）。草稿仍保留，draft_status=1，不新增一条重复正式商品。
4. 新建草稿发布成功后进入仓库中；复制来的草稿在货号不冲突时发布成功，按 sellNow 进入在售或待审核。两条正式商品和两条草稿处理互不影响，均成功或按各自校验失败，不把对方数据改掉。",,,功能测试,功能测试阶段
商品草稿专项,TC_商品草稿专项_003,商品草稿专项_草稿库存不计入经营口径,1,草稿填写库存只保存不发布时总库存不加，也不计入销量发布数量OMS,已记录当前店铺正式商品总库存口径、店铺商品发布数量（以现有后台统计或正式商品条数为准）。有一条可编辑草稿。不要用正式商品库存做对照时把草稿库存加进去。,"1. 打开草稿，填写合法非负整数库存（明显大于 0）后只点【保存草稿】，不点【发布】。
2. 核对接店铺总库存/正式商品库存汇总、在售与仓库中该草稿是否出现、店铺商品发布数量、搜索/OMS。","1. 草稿保存成功，form_data_json 含所填库存，draft_status=1。不产生正式商品记录。
2. 店铺总库存、正式商品库存汇总不因该草稿所填库存增加。在售、仓库中、待审核无该条。店铺商品发布数量不增加。不进入搜索/ES，不同步 OMS，不计销量。",,,功能测试,功能测试阶段
商品草稿专项,TC_商品草稿专项_004,商品草稿专项_草稿数量上限,2,店铺草稿满100条禁止新增，更新已有草稿不受上限影响,100 条上限用接口构造，不手工建。环境不具备则本条标受阻。30 天清理见 TC_商品草稿专项_005。,"1. 店铺已有 100 条 draft_status=1 的草稿时，新增商品进入 Step 2 点击【保存草稿】。
2. 打开其中一条已有草稿，修改后再次保存。","1. 禁止新增，提示「草稿数量已达上限，请删除无用草稿后再保存。」不新增草稿。
2. 更新成功，不受 100 条上限影响，draftId 不变，update_time 刷新。",,,功能测试,功能测试阶段
商品草稿专项,TC_商品草稿专项_005,商品草稿专项_超期自动清理,2,草稿超过30天未更新自动清理，后台保留审计记录,与开发确认改 update_time/expire_time 或跑定时任务。环境不具备则对应步骤标受阻。清理前 7 天预警文案展示位置需与产品确认（列表或编辑页）。,"1. 核对接草稿 expire_time 以及清理前 7 天有效期/过期时间预警文案。
2. 将一条草稿改为超过 30 天未更新并触发自动清理，核对接草稿箱与后台清理记录。
3. 用已清理草稿的 draftId 打开编辑页或再点发布。","1. expire_time=最近一次保存+30天。清理前 7 天通过有效期/过期时间文案预警，不产生运营待办、消息通知或定时报表。需与产品确认展示位置后再执行该步。
2. 草稿箱不再展示该条，draft_status=4，后台保留清理记录（delete_time）；重复清理不重复写异常记录。
3. 已清理草稿不可继续编辑或再次发布。",,,功能测试,功能测试阶段
商品草稿专项,TC_商品草稿专项_006,商品草稿专项_权限与跨店隔离,1,无权限看不到草稿箱，不同店铺互相不可见，同店有权限可操作他人草稿,需可配置菜单/按钮权限的同店铺子账号，以及第二店铺账号。缺哪类账号则对应步骤标受阻，不得用猜测账号执行。店铺 A 已有一条已知 draftId 的草稿。,"1. 用无「商品草稿箱菜单」权限的账号登录，核对接左侧「商品管理」菜单；再直接访问 /goods/goods_draft_list。
2. 分别去掉「商品草稿保存按钮」「商品草稿编辑按钮」「商品草稿发布按钮」「商品草稿删除按钮」，核对接发布页和草稿箱对应按钮。
3. 用店铺 B 账号进入商品草稿箱，并直接打开店铺 A 的草稿编辑 URL（draftId={店铺A的draftId}），再分别触发发布、删除。
4. 用同店铺另一有全部按钮权限的操作员查看并编辑或删除他人创建的草稿。","1. 不展示「商品草稿箱」入口，无统一错误提示页。直访 URL 不能查看或操作该店草稿列表数据，不返回草稿数据。
2. 无保存权限时发布页/草稿编辑页不展示【保存草稿】；无编辑权限时不展示【继续编辑】；无发布权限时不展示【发布】；无删除权限时不展示行内【删除】和【批量删除】。不另出统一错误提示。
3. 草稿箱不展示店铺 A 的草稿。不能继续编辑、发布或删除店铺 A 的草稿，店铺 A 的 goods_draft 记录不变。
4. 能看到该店全部草稿，且能编辑、发布、删除他人创建的草稿。",,,功能测试,功能测试阶段
商品草稿专项,TC_商品草稿专项_007,商品草稿专项_审核拒绝另存草稿,2,审核拒绝商品再次编辑可另存为新草稿且不关联原正式商品,商户后台存在一条审核拒绝的正式商品，URL 带 id={goodsId}。账号可再次编辑该商品并具备「商品草稿保存按钮」权限。无此类商品则本条受阻。,"1. 打开该审核拒绝商品的再次编辑页，核对该页底部按钮。
2. 点击【保存草稿】，核对接新草稿与原正式商品及数据库 goods_id。
3. 从草稿箱【继续编辑】进入该新草稿，核对接表单回填；再核对该原拒绝商品所在正式列表。","1. 底部为【返回】【上一步/下一步】【保存草稿】【保存/提交】，不是把原商品改成草稿态。
2. 生成一条新草稿，goods_draft.goods_id 为空，不记录与原正式商品的关联；原拒绝商品仍在原正式列表，state 不变。
3. 新草稿回填原拒绝商品当时已填写的字段（分类、名称及其他已填项），可继续编辑。原拒绝商品仍在原列表，state 不变，草稿箱与正式列表互不影响。",,,功能测试,功能测试阶段
商品草稿PC,TC_商品草稿PC_001,商品草稿PC_C端不可见,1,草稿商品在用户端PC不可见且搜索不到,店铺已有一条未发布草稿，商品名称已知。用户端 PC https://dev-mall-pc.njsyue.com 可登录会员 19552261935。,"1. 在 PC 用户端搜索该草稿商品名称。
2. 尝试打开对应商品详情。","1. 搜索无该草稿。草稿不进入搜索/ES。
2. 不能打开草稿对应的商品详情。PC 不展示草稿。",,,功能测试,功能测试阶段
商品草稿H5,TC_商品草稿H5_001,商品草稿H5_C端不可见,1,草稿商品在用户端H5不可见且搜索不到,店铺已有一条未发布草稿，商品名称已知。用户端 H5 https://dev-mall-m.njsyue.com 可登录会员 19552261935。,"1. 在 H5 用户端搜索该草稿商品名称。
2. 尝试打开对应商品详情。","1. 搜索无该草稿。草稿不进入搜索/ES。
2. 不能打开草稿对应的商品详情。H5 不展示草稿。",,,功能测试,功能测试阶段
商品草稿Android,TC_商品草稿Android_001,商品草稿Android_C端不可见,1,草稿商品在Android App不可见且搜索不到,店铺已有一条未发布草稿，商品名称已知。Android 华硕商城 App（测试包入口以项目提供为准；本机无包由测试人员真机执行，标受阻不删条）。会员账号 19552261935。,"1. 在 Android App 搜索该草稿商品名称。
2. 尝试从搜索结果、分类或直达链接打开对应商品详情。","1. 搜索无该草稿。草稿不进入搜索/ES。
2. 不能打开草稿对应的商品详情。Android 不展示草稿。",,,功能测试,功能测试阶段
商品草稿iOS,TC_商品草稿iOS_001,商品草稿iOS_C端不可见,1,草稿商品在iOS App不可见且搜索不到,店铺已有一条未发布草稿，商品名称已知。iOS 华硕商城 App（测试包入口以项目提供为准；本机无包由测试人员真机执行，标受阻不删条）。会员账号 19552261935。,"1. 在 iOS App 搜索该草稿商品名称。
2. 尝试从搜索结果、分类或直达链接打开对应商品详情。","1. 搜索无该草稿。草稿不进入搜索/ES。
2. 不能打开草稿对应的商品详情。iOS 不展示草稿。",,,功能测试,功能测试阶段
商品草稿小程序,TC_商品草稿小程序_001,商品草稿小程序_C端不可见,1,草稿商品在小程序不可见且搜索不到,店铺已有一条未发布草稿，商品名称已知。新商城小程序 appid wx7f91f632b33a9cc6；本机无源码，体验版由测试人员手动测，自动化标受阻不删条。,"1. 在体验版小程序搜索该草稿商品名称。
2. 尝试从搜索结果、分类或直达链接打开对应商品详情。","1. 搜索无该草稿。草稿不进入搜索/ES。
2. 不能打开草稿对应的商品详情。小程序不展示草稿。",,,功能测试,功能测试阶段
